CBSA,Name,TotalCases,TotalDeaths,Population2010,WeightedDensity,Date,Day,Cases,Deaths,DeathsPerMillion,deathGrowthRate,deathGrowthRatePerMill,deathGrowthRatePerMillSmoothed,deathsSmoothed,deathsSmoothedPerMillion
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-16,-8,28,0,0.0,0.1147,0.0,0.0193,-0.0303,-0.0051
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-17,-7,32,0,0.0,0.2013,0.0,0.0338,0.1385,0.0233
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-18,-6,51,0,0.0,0.2446,0.0841,0.0411,0.3723,0.0626
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-19,-5,65,1,0.16815766462635368,0.2446,0.0841,0.0411,0.6277,0.1056
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-20,-4,99,1,0.16815766462635368,0.2013,0.0,0.0338,0.8615,0.1449
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-21,-3,123,1,0.16815766462635368,0.0693,0.0,0.0116,1.0303,0.1733
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-22,-2,141,1,0.16815766462635368,-0.0758,0.0,-0.0127,1.0,0.1682
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-23,-1,168,1,0.16815766462635368,0.0087,0.0,0.0015,0.8788,0.1478
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-24,0,229,1,0.16815766462635368,0.2554,0.0,0.0429,1.0173,0.1711
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-25,1,307,1,0.16815766462635368,0.4091,0.0841,0.0688,1.3896,0.2337
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-26,2,384,2,0.33631532925270735,0.7143,0.1682,0.1201,1.8355,0.3087
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-27,3,469,3,0.504472993879061,1.1299,0.1682,0.19,2.8182,0.4739
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-28,4,711,4,0.6726306585054147,1.3117,0.1682,0.2206,4.0952,0.6886
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-29,5,850,5,0.8407883231317683,1.513,0.3363,0.2544,5.4416,0.915
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-30,6,913,8,1.3452613170108294,1.6407,0.3363,0.2759,7.1212,1.1975
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-03-31,7,1115,9,1.513418981637183,2.2684,0.2522,0.3814,8.7229,1.4668
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-01,8,1350,11,1.8497343108898903,3.4069,0.5045,0.5729,11.658,1.9604
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-02,9,1462,15,2.522364969395305,4.0216,0.5886,0.6763,15.5368,2.6126
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-03,10,1732,18,3.026837963274366,4.6645,1.0089,0.7844,19.7013,3.3129
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-04,11,2067,27,4.540256944911549,5.0992,1.0089,0.8575,24.8658,4.1814
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-05,12,2220,30,5.04472993879061,4.7085,0.5045,0.7918,29.8997,5.0279
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-06,13,2734,33,5.5492029326696715,3.7976,0.6726,0.6386,34.2828,5.7649
26420,"Houston-The Woodlands-Sugar Land, TX",20521,210,5946800.0,4109,2020-04-07,14,3110,38,6.38999125580144,3.2121,0.8408,0.5401,37.4949,6.3051
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-15,-11,3,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-16,-10,6,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-17,-9,7,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-18,-8,7,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-19,-7,28,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-20,-6,34,0,0.0,0.0,0.0,0.0,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-21,-5,42,0,0.0,-0.0909,0.0,-0.0801,0.0,0.0
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-22,-4,60,0,0.0,-0.2121,0.0,-0.1868,-0.1818,-0.1601
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-23,-3,97,0,0.0,0.1688,0.0,0.1487,-0.4242,-0.3736
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-24,-2,118,0,0.0,0.8615,0.0,0.7587,0.1558,0.1372
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-25,-1,134,0,0.0,1.2035,0.8807,1.0598,1.2987,1.1437
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-26,0,148,2,1.7613246570480727,1.4372,2.642,1.2657,2.5628,2.2569
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-27,1,242,6,5.283973971144218,1.4286,1.7613,1.2581,4.1732,3.6751
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-28,2,387,6,5.283973971144218,1.0584,0.0,0.9321,5.4199,4.7731
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-29,3,418,6,5.283973971144218,1.1342,0.8807,0.9988,6.29,5.5394
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-30,4,484,8,7.045298628192291,1.7186,0.8807,1.5135,7.6883,6.7708
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-03-31,5,480,8,7.045298628192291,2.8463,1.7613,2.5066,9.7273,8.5664
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-01,6,599,12,10.567947942288436,3.8312,4.8436,3.374,13.381,11.7841
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-02,7,825,19,16.73258424195669,3.8225,4.4033,3.3663,17.3896,15.3144
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-03,8,893,22,19.3745712275288,3.6905,3.0823,3.2501,21.026,18.5168
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-04,9,1048,26,22.897220541624947,3.6735,2.2017,3.2351,24.7706,21.8145
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-05,10,1175,27,23.777882870148982,3.4809,1.7613,3.0655,28.373,24.987
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-06,11,1293,30,26.419869855721092,3.1872,3.963,2.8069,31.7323,27.9455
15380,"Buffalo-Cheektowaga, NY",9834,208,1135509.0,4129,2020-04-07,12,1306,36,31.70384382686531,3.0152,5.284,2.6553,34.7475,30.6008
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-13,-4,1,0,0.0,-0.0758,0.0,-0.2996,0.0,0.0
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-14,-3,2,0,0.0,0.0271,0.0,0.107,-0.0758,-0.2996
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-15,-2,4,0,0.0,0.1948,0.0,0.7705,0.0541,0.214
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-16,-1,4,0,0.0,0.2868,1.9777,1.1344,0.3139,1.2414
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-17,0,5,1,3.955305052902205,0.2284,1.9777,0.9032,0.6277,2.4828
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-18,1,9,1,3.955305052902205,0.1861,0.0,0.7363,0.7706,3.0478
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-19,2,9,1,3.955305052902205,0.2294,0.0,0.9075,1.0,3.9553
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-20,3,15,1,3.955305052902205,0.0952,0.0,0.3767,1.2294,4.8628
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-21,4,21,1,3.955305052902205,0.1688,1.9777,0.6678,1.1905,4.7087
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-22,5,37,2,7.91061010580441,0.3831,1.9777,1.5153,1.5671,6.1984
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-23,6,50,2,7.91061010580441,0.5281,0.0,2.0889,1.9567,7.7394
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-24,7,76,2,7.91061010580441,0.7273,3.9553,2.8766,2.6234,10.3763
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-25,8,87,4,15.82122021160882,0.9156,3.9553,3.6214,3.4113,13.4926
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-26,9,107,4,15.82122021160882,1.171,3.9553,4.6316,4.4545,17.6191
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-27,10,129,6,23.73183031741323,1.4048,5.933,5.5563,5.7532,22.7558
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-28,11,161,7,27.687135370315435,1.3853,5.933,5.4792,7.2641,28.7316
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-29,12,180,9,35.59774547611985,1.5455,5.933,6.1127,8.5238,33.7143
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-30,13,215,10,39.55305052902205,1.4935,5.933,5.9073,10.355,40.9571
24540,"Greeley, CO",4303,207,252825.0,2212,2020-03-31,14,255,12,47.46366063482646,1.4805,5.933,5.8559,11.5108,45.5288
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-01,15,293,13,51.418965687728665,1.987,7.9106,7.8592,13.316,52.6689
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-02,16,329,16,63.28488084643528,2.4199,5.933,9.5715,15.4848,61.2473
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-03,17,379,16,63.28488084643528,2.7662,11.8659,10.9413,18.1558,71.8119
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-04,18,424,22,87.01671116384851,2.7608,15.8212,10.9199,21.0173,83.1299
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-05,19,470,24,94.92732126965292,2.4156,7.9106,9.5544,23.6775,93.6517
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-06,20,504,26,102.83793137545733,1.7825,5.933,7.0502,25.8485,102.2386
24540,"Greeley, CO",4303,207,252825.0,2212,2020-04-07,21,537,27,106.79323642835953,1.3939,3.9553,5.5135,27.2424,107.7521
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-26,-57,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-27,-56,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-28,-55,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-29,-54,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-30,-53,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-01-31,-52,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-01,-51,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-02,-50,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-03,-49,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-04,-48,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-05,-47,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-06,-46,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-07,-45,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-08,-44,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-09,-43,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-10,-42,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-11,-41,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-12,-40,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-13,-39,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-14,-38,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-15,-37,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-16,-36,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-17,-35,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-18,-34,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-19,-33,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-20,-32,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-21,-31,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-22,-30,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-23,-29,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-24,-28,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-25,-27,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-26,-26,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-27,-25,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-28,-24,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-02-29,-23,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-01,-22,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-02,-21,1,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-03,-20,2,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-04,-19,2,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-05,-18,2,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-06,-17,3,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-07,-16,5,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-08,-15,5,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-09,-14,5,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-10,-13,5,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-11,-12,8,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-12,-11,8,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-13,-10,8,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-14,-9,9,0,0.0,0.0,0.0,0.0,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-15,-8,9,0,0.0,-0.0455,0.0,-0.0108,0.0,0.0
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-16,-7,13,0,0.0,-0.0152,0.0,-0.0036,-0.0909,-0.0217
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-17,-6,14,0,0.0,0.0693,0.0,0.0165,-0.0303,-0.0072
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-18,-5,19,0,0.0,0.1861,0.0,0.0444,0.0476,0.0114
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-19,-4,32,0,0.0,0.3593,0.1192,0.0857,0.342,0.0816
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-20,-3,44,1,0.23849915344725484,0.4459,0.1192,0.1063,0.7662,0.1827
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-21,-2,63,1,0.23849915344725484,0.355,0.1192,0.0847,1.2338,0.2943
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-22,-1,97,2,0.47699830689450967,0.2835,0.1192,0.0676,1.4762,0.3521
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-23,0,156,2,0.47699830689450967,0.4004,0.0,0.0955,1.8009,0.4295
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-24,1,221,2,0.47699830689450967,0.5866,0.0,0.1399,2.2771,0.5431
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-25,2,274,2,0.47699830689450967,0.6753,0.2385,0.1611,2.974,0.7093
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-26,3,334,4,0.9539966137890193,0.5519,0.3577,0.1316,3.6277,0.8652
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-27,4,435,5,1.1924957672362742,0.6017,0.1192,0.1435,4.0779,0.9726
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-28,5,495,5,1.1924957672362742,0.5931,0.0,0.1414,4.8312,1.1522
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-29,6,597,5,1.1924957672362742,0.4004,0.0,0.0955,5.2641,1.2555
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-30,7,754,5,1.1924957672362742,0.5108,0.3577,0.1218,5.632,1.3432
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-03-31,8,853,8,1.9079932275780387,1.7641,0.3577,0.4207,6.2857,1.4991
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-01,9,936,8,1.9079932275780387,3.8052,0.477,0.9075,9.1602,2.1847
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-02,10,1030,12,2.861989841367058,4.9221,1.0732,1.1739,13.8961,3.3142
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-03,11,1126,17,4.054485608603332,5.5152,1.908,1.3154,19.0043,4.5325
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-04,12,1260,28,6.677976296523135,5.5234,1.6695,1.3173,24.9264,5.9449
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-05,13,1429,31,7.3934737568649,4.2615,0.3577,1.0164,30.0512,7.1672
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-06,14,1540,31,7.3934737568649,2.0703,0.477,0.4938,33.4495,7.9777
38060,"Phoenix-Mesa-Chandler, AZ",13445,204,4192887.0,4394,2020-04-07,15,1615,35,8.34747037065392,0.7424,0.954,0.1771,34.1919,8.1547
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-10,-9,1,0,0.0,0.1515,0.0,0.1126,-0.0707,-0.0525
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-11,-8,2,0,0.0,0.0758,0.0,0.0563,0.0808,0.0601
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-12,-7,4,0,0.0,-0.0404,0.0,-0.03,0.0808,0.0601
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-13,-6,4,0,0.0,-0.0859,0.0,-0.0638,0.0,0.0
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-14,-5,4,0,0.0,-0.0606,0.0,-0.045,-0.0909,-0.0676
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-15,-4,11,0,0.0,0.0996,0.0,0.074,-0.1212,-0.0901
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-16,-3,12,0,0.0,0.2706,0.0,0.2011,0.1082,0.0804
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-17,-2,19,0,0.0,0.4307,0.3716,0.3201,0.4199,0.3121
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-18,-1,24,1,0.7431651104789253,0.4675,0.7432,0.3475,0.9697,0.7206
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-19,0,25,2,1.4863302209578506,0.6017,0.3716,0.4472,1.355,1.007
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-20,1,30,2,1.4863302209578506,0.9048,0.3716,0.6724,2.1732,1.615
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-21,2,42,3,2.229495331436776,0.8571,0.3716,0.637,3.1645,2.3517
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-22,3,65,3,2.229495331436776,0.7987,1.1147,0.5936,3.8874,2.889
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-23,4,80,6,4.458990662873552,1.0173,1.1147,0.756,4.7619,3.5389
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-24,5,89,6,4.458990662873552,1.1061,0.0,0.822,5.9221,4.4011
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-25,6,113,6,4.458990662873552,0.8983,0.7432,0.6676,6.974,5.1829
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-26,7,148,8,5.9453208838314024,0.658,1.1147,0.489,7.7186,5.7362
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-27,8,176,9,6.688485994310328,0.7403,0.3716,0.5501,8.29,6.1609
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-28,9,210,9,6.688485994310328,0.5606,0.0,0.4166,9.1991,6.8365
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-29,10,252,9,6.688485994310328,0.4827,0.7432,0.3587,9.4113,6.9941
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-30,11,273,11,8.174816215268178,1.0714,0.7432,0.7962,10.1645,7.5539
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-03-31,12,346,11,8.174816215268178,1.5649,0.0,1.163,11.5541,8.5866
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-01,13,402,11,8.174816215268178,1.697,2.2295,1.2611,13.2944,9.8799
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-02,14,473,17,12.63380687814173,1.3009,2.2295,0.9668,14.9481,11.1089
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-03,15,541,17,12.63380687814173,0.9545,0.0,0.7094,15.8961,11.8134
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-04,16,625,17,12.63380687814173,0.8918,0.0,0.6627,16.8571,12.5276
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-05,17,666,17,12.63380687814173,0.7684,0.0,0.571,17.6797,13.1389
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-06,18,744,17,12.63380687814173,0.6753,1.1147,0.5019,18.3939,13.6697
27260,"Jacksonville, FL",6186,202,1345596.0,2158,2020-04-07,19,805,20,14.863302209578507,0.6364,2.2295,0.4729,19.0303,14.1427
28140,"Kansas City, MO-KS",6327,201,2035334.0,2326,2020-03-07,-7,1,0,0.0,-0.2273,0.0,-0.1117,0.0909,0.0447
28140,"Kansas City, MO-KS",6327,201,2035334.0,2326,2020-03-08,-6,1,0,0.0,-0.1028,0.0,-0.0505,-0.1364,-0.067
28140,"Kansas City, MO-KS",6327,201,2035334.0,2326,2020-03-09,-5,1,0,0.0,0.1082,0.0,0.0532,-0.1147,-0.0564
28140,"Kansas City, MO-KS",6327,201,2035334.0,2326,2020-03-10,-4,1,0,0.0,0.2435,0.0,0.1196,0.0801,0.0393
28140,"Kansas City, MO-KS",6327,201,2035334.0,2326,2020-03-11,-3,1,0,0.0,0.2738,0.2457,0.1345,0.3723,0.1829
